term1;term2;sentence;is_cause;is_treat;source;prp_sent;sdp;sdp_joined
ASBESTOSIS;ASBESTOS FIBERS;Ratiole: • Epidemiologic studies clearly suggest that ASBESTOSIS develops after significant and heavy exposure to ASBESTOS FIBERS;0;1;CrowdTruth;Ratiole: • Epidemiologic studies clearly suggest that term1 develops after significant and heavy exposure to term2;['term1', 'develop', 'after', 'exposure', 'to', 'term2'];term1 develop after exposure to term2
TROPICAL SPASTIC PARAPARESIS;HTLV 1;HTLV 1 causes adult T lymphocyte (ATL)leukemia/lymphoma, T cell non Hodgkin lymphoma, and an unusual neurodegenerative syndrome desigted TROPICAL SPASTIC PARAPARESIS or HTLV 1 associated myelopathy (TSP/HAM.;0;1;CrowdTruth;term2 causes adult T lymphocyte (ATL)leukemia/lymphoma, T cell non Hodgkin lymphoma, and an unusual neurodegenerative syndrome desigted term1 or term2 associated myelopathy (TSP/HAM.;['term1', 'desigte', 'cause', 'term2'];term1 desigte cause term2
OVERDOSE;DRUGS;Although effective, these DRUGS are now rarely used because OVERDOSE causes toxicity and they have more adverse effects.;0;1;CrowdTruth;Although effective, these term2 are now rarely used because term1 causes toxicity and they have more adverse effects.;['term1', 'cause', 'use', 'term2'];term1 cause use term2
GLANDERS;BURKHOLDERIA MALLEI;114  Burkholderia Infections  Treatment of GLANDERS   +    caused by  BURKHOLDERIA MALLEI;0;1;CrowdTruth;114  Burkholderia Infections  Treatment of term1   +    caused by  term2;['term1', 'of', 'Treatment', 'Infections', ' ', 'by', 'term2'];term1 of Treatment Infections   by term2
INFLUENZA;FEBRILE RESPIRATORY ILLNESS;INFLUENZA activity in the community is marked by increased medical contacts for FEBRILE RESPIRATORY ILLNESS increased absenteeism from school and the workplace, subsequent increased hospitalizations for pneumonia and other cardiopulmory disorders, and increased mortality.;0;1;CrowdTruth;term1 activity in the community is marked by increased medical contacts for term2 increased absenteeism from school and the workplace, subsequent increased hospitalizations for pneumonia and other cardiopulmory disorders, and increased mortality.;['term1', 'activity', 'mark', 'hospitalization', 'for', 'term2'];term1 activity mark hospitalization for term2
TINEA UNGUIUM;FUNGI;Treatment of dermatophyte infections of the toeil or fingeril (onychomycosis, TINEA UNGUIUM caused by susceptible FUNGI;0;1;CrowdTruth;Treatment of dermatophyte infections of the toeil or fingeril (onychomycosis, term1 caused by susceptible term2;['term1', 'cause', 'by', 'term2'];term1 cause by term2
CATARACTS;GALACTOSEMIA;2.3 Recognize that certain metabolic diseases, such as GALACTOSEMIA diabetes, and genetic aberrations, can cause CATARACTS in the neotal period and early childhood.;0;1;CrowdTruth;2.3 Recognize that certain metabolic diseases, such as term2 diabetes, and genetic aberrations, can cause term1 in the neotal period and early childhood.;['term1', 'cause', 'disease', 'as', 'diabetes', 'term2'];term1 cause disease as diabetes term2
DRUG RESISTANT TUBERCULOSIS ESPECIALLY MULTIDRUG RESISTANT;M TUBERCULOSIS;Longer courses of therapy are required for DRUG RESISTANT TUBERCULOSIS ESPECIALLY MULTIDRUG RESISTANT disease (i.e., disease caused by  M TUBERCULOSIS  that is resistant to at least isoniazid and rifampin).Treatment of tuberculosis has two phases: initiation (also known as the bactericidal or intensive phase) and continuation (also known as the subsequent sterilizing phase.;0;1;CrowdTruth;Longer courses of therapy are required for term1 disease (i.e., disease caused by  term2  that is resistant to at least isoniazid and rifampin).Treatment of tuberculosis has two phases: initiation (also known as the bactericidal or intensive phase) and continuation (also known as the subsequent sterilizing phase.;['term1', 'disease', 'cause', 'by', 'term2'];term1 disease cause by term2
HYDATID DISEASE;ECHINOCOCCUS GRANULOSUS;In humans,  T. solium  causes cysticercosis, and  ECHINOCOCCUS GRANULOSUS  and  E. multilocularis cause  HYDATID DISEASE;0;1;CrowdTruth;In humans,  T. solium  causes cysticercosis, and  term2  and  E. multilocularis cause  term1;['term1', 'cause', 'term2'];term1 cause term2
PREGNCY;CYCLOPHOSPHAMIDE;• Women taking CYCLOPHOSPHAMIDE or mycophenolate mofetil before pregncy may be switched to azathioprine before PREGNCY;0;1;CrowdTruth;• Women taking term2 or mycophenolate mofetil before pregncy may be switched to azathioprine before term1;['term1', 'before', 'switch', 'woman', 'take', 'term2'];term1 before switch woman take term2
NMS;NEUROLEPTIC AGENTS;Some patients who have recovered from NMS have subsequently received NEUROLEPTIC AGENTS without suffering recurrences of NMS, but recurrent NMS does develop in 30% of patients who are rechallenged with neuroleptics.;0;1;CrowdTruth;Some patients who have recovered from term1 have subsequently received term2 without suffering recurrences of term1, but recurrent term1 does develop in 30% of patients who are rechallenged with neuroleptics.;['term1', 'develop', 'receive', 'term2'];term1 develop receive term2
PANDEMIC INFLUENZA;INFLUENZA VIRUS;51  Pandemic Influenza  Treatment or prevention of PANDEMIC INFLUENZA   +    caused by susceptible strains of INFLUENZA VIRUS;0;1;CrowdTruth;51  Pandemic Influenza  Treatment or prevention of term1   +    caused by susceptible strains of term2;['term1', 'of', 'term2'];term1 of term2
PAPILLEDEMA;INCREASED INTRACRANIAL PRESSURE;Headache and PAPILLEDEMA may result from INCREASED INTRACRANIAL PRESSURE caused by meningeal infiltration and obstruction of the outflow of cerebrospil fluid (CSF.;0;1;CrowdTruth;Headache and term1 may result from term2 caused by meningeal infiltration and obstruction of the outflow of cerebrospil fluid (CSF.;['term1', 'Headache', 'result', 'from', 'term2'];term1 Headache result from term2
POSTPRANDIAL HYPOGLYCEMIA;FRUCTOSE INTOLERANCE;FRUCTOSE INTOLERANCE most often causes POSTPRANDIAL HYPOGLYCEMIA that usually manifests in infancy and occasiolly later in life ( 23.;0;1;CrowdTruth;term2 most often causes term1 that usually manifests in infancy and occasiolly later in life ( 23.;['term1', 'cause', 'term2'];term1 cause term2
LISTERIA INFECTIONS;L MONOCYTOGENES;LISTERIA INFECTIONS  Treatment of infections caused by  L MONOCYTOGENES  (e.g., infections during pregncy, granulomatosis infantiseptica, sepsis, meningitis, endocarditis, foodborne infections.;0;1;CrowdTruth;term1  Treatment of infections caused by  term2  (e.g., infections during pregncy, granulomatosis infantiseptica, sepsis, meningitis, endocarditis, foodborne infections.;['term1', ' ', 'term2'];term1   term2
LUPUS SYNDROME;DRUG;Long term, high dose (> 300 mg/day) hydralazine has been associated with a drug induced LUPUS SYNDROME which resolves when the DRUG is stopped.;0;1;CrowdTruth;Long term, high dose (> 300 mg/day) hydralazine has been associated with a drug induced term1 which resolves when the term2 is stopped.;['term1', 'induce', 'drug', 'resolve', 'stop', 'term2'];term1 induce drug resolve stop term2
TUBULOINTERSTITIAL NEPHRITIS;SYSTEMIC LUPUS ERYTHEMATOSUS;SYSTEMIC LUPUS ERYTHEMATOSUS AND OTHER IMMUNE COMPLEX DISEASES  Although SYSTEMIC LUPUS ERYTHEMATOSUS is commonly associated with glomerular lesions, rel biopsies often show TUBULOINTERSTITIAL NEPHRITIS or immune complex deposits along the tubular basement membrane as well.;0;1;CrowdTruth;term2 AND OTHER IMMUNE COMPLEX DISEASES  Although term2 is commonly associated with glomerular lesions, rel biopsies often show term1 or immune complex deposits along the tubular basement membrane as well.;['term1', 'show', 'associate', 'term2'];term1 show associate term2
ACTIVE TB;M TUBERCULOSIS;"b ,   c ,   144  A positive reaction may indicate latent infection, prior infection, and/or  M TUBERCULOSIS  disease and may not indicate ACTIVE TB;  c ,   d   individuals with a positive reaction should be considered positive by current public health guidelines and referred for further medical evaluation.";0;1;CrowdTruth;"b ,   c ,   144  A positive reaction may indicate latent infection, prior infection, and/or  term2  disease and may not indicate term1;  c ,   d   individuals with a positive reaction should be considered positive by current public health guidelines and referred for further medical evaluation.";['term1', 'indicate', 'disease', 'term2'];term1 indicate disease term2
DIABETIC KETOACIDOSIS;DIABETES MELLITUS;"185  Hyperglycemic Effects  Hyperglycemia, new onset DIABETES MELLITUS or exacerbation of preexisting diabetes mellitus reported with use of HIV protease inhibitors (PIs); DIABETIC KETOACIDOSIS has occurred.";0;1;CrowdTruth;"185  Hyperglycemic Effects  Hyperglycemia, new onset term2 or exacerbation of preexisting diabetes mellitus reported with use of HIV protease inhibitors (PIs); term1 has occurred.";['term1', 'occur', 'Hyperglycemia', 'term2'];term1 occur Hyperglycemia term2
HYPERSENSITIVITY;NEOMYCIN;1 ,   2  Cautions  Contraindications  •  History of HYPERSENSITIVITY or serious toxic reactions to NEOMYCIN or other aminoglycosides.;0;1;CrowdTruth;1 ,   2  Cautions  Contraindications  •  History of term1 or serious toxic reactions to term2 or other aminoglycosides.;['term1', 'of', 'history', 'or', 'term2'];term1 of history or term2
TRENCH FOOT;COLD INDUCED INJURY;TRENCH FOOT is primarily a COLD INDUCED INJURY to nerve and muscle without gross pathological changes in blood vessels or skin.;0;1;CrowdTruth;term1 is primarily a term2 to nerve and muscle without gross pathological changes in blood vessels or skin.;['term1', 'be', 'term2'];term1 be term2
COCAINE ADDICTION;COCAINE;COCAINE ADDICTION continues to be the most difficult to mage behind heroin, and according to some scientists, addiction to COCAINE may be almost impossible to stop.;0;1;CrowdTruth;term1 continues to be the most difficult to mage behind heroin, and according to some scientists, addiction to term2 may be almost impossible to stop.;['term1', 'continue', 'be', 'to', 'term2'];term1 continue be to term2
PREGNCY;NICOTINE REPLACEMENT THERAPY;NICOTINE REPLACEMENT THERAPY during PREGNCY;0;1;CrowdTruth;term2 during term1;['term1', 'during', 'term2'];term1 during term2
BACTERIAL VAGINOSIS;AEROBIC AND AEROBIC BACTERIA;PID usually also involves other AEROBIC AND AEROBIC BACTERIA including pathogens involved in bacterial vaginosis (see  BACTERIAL VAGINOSIS.;0;1;CrowdTruth;PID usually also involves other term2 including pathogens involved in bacterial vaginosis (see  term1.;['term1', 'see', 'involve', 'term2'];term1 see involve term2
STAPHYLOCOCCAL TOXIC SHOCK SYNDROME;COAGULASE NEGATIVE STAPHYLOCOCCI;Clinical Manifestations of STAPHYLOCOCCAL TOXIC SHOCK SYNDROME  COAGULASE NEGATIVE STAPHYLOCOCCI  S. epidermidis  and other coagulase negative staphylococcal species are organisms of low pathogenic potential that are universally present as part of the normal skin flora.;0;1;CrowdTruth;Clinical Manifestations of term1  term2  S. epidermidis  and other coagulase negative staphylococcal species are organisms of low pathogenic potential that are universally present as part of the normal skin flora.;['term1', ' ', 'term2'];term1   term2
LISTERIOSIS;LISTERIA MONOCYTOGENES;LISTERIOSIS  EPIDEMIOLOGY  LISTERIA MONOCYTOGENES  is found in soil, dust fertilizer, sewage, stream water, plants, processed foods, and the intestil tract of many mammals.;0;1;CrowdTruth;term1  EPIDEMIOLOGY  term2  is found in soil, dust fertilizer, sewage, stream water, plants, processed foods, and the intestil tract of many mammals.;['term1', 'EPIDEMIOLOGY', 'term2'];term1 EPIDEMIOLOGY term2
SPARGANOSIS;LARVAL TAPEWORMS;SPARGANOSIS represents infection by LARVAL TAPEWORMS of the genus  Spirometra , which are closely related to tapeworms of the genus  Diphyllobothrium.;0;1;CrowdTruth;term1 represents infection by term2 of the genus  Spirometra , which are closely related to tapeworms of the genus  Diphyllobothrium.;['term1', 'represent', 'by', 'term2'];term1 represent by term2
BACTEREMIA;BACTERIA;BACTEREMIA is the presence of BACTERIA in the bloodstream.;0;1;CrowdTruth;term1 is the presence of term2 in the bloodstream.;['term1', 'be', 'presence', 'of', 'term2'];term1 be presence of term2
HYPOCALCEMIA;PSEUDOHYPOPARATHYROIDISM;PSEUDOHYPOPARATHYROIDISM is caused by inherited PTH resistance, which results in HYPOCALCEMIA and secondary marked elevations of PTH levels.;0;1;CrowdTruth;term2 is caused by inherited PTH resistance, which results in term1 and secondary marked elevations of PTH levels.;['term1', 'in', 'result', 'resistance', 'by', 'cause', 'term2'];term1 in result resistance by cause term2
INFECTION;INFLUENZA A OR B;These agents have an impact on the duration of INFECTION with either INFLUENZA A OR B virus.;0;1;CrowdTruth;These agents have an impact on the duration of term1 with either term2 virus.;['term1', 'of', 'duration', 'on', 'impact', 'with', 'virus', 'term2'];term1 of duration on impact with virus term2
GENITAL WARTS;HPV NUCLEIC ACID TESTING;"• Established guidelines for the diagnosis of genital warts all recommend against the routine use of either acetowhite testing or HPV NUCLEIC ACID TESTING in the diagnosis of GENITAL WARTS ( 51 ;  55 ;  56.";0;1;CrowdTruth;"• Established guidelines for the diagnosis of genital warts all recommend against the routine use of either acetowhite testing or term2 in the diagnosis of term1 ( 51 ;  55 ;  56.";['term1', 'of', 'testing', 'term2'];term1 of testing term2
MENINGOCOCCAL INFECTIONS;N MENINGITIDIS;3,    25  Other MENINGOCOCCAL INFECTIONS  Other unusual syndromes associated with  N MENINGITIDIS  include conjunctivitis, otitis media, epiglottitis, arthritis, and pericarditis.;0;1;CrowdTruth;3,    25  Other term1  Other unusual syndromes associated with  term2  include conjunctivitis, otitis media, epiglottitis, arthritis, and pericarditis.;['term1', ' ', 'term2'];term1   term2
DIABETIC KETOACIDOSIS;DIABETES;DIABETIC KETOACIDOSIS may be the presenting feature of previously unrecognized DIABETES;0;1;CrowdTruth;term1 may be the presenting feature of previously unrecognized term2;['term1', 'be', 'feature', 'of', 'term2'];term1 be feature of term2
RESPIRATORY ALKALOSIS;SUSTAINED HYPERVENTILATION;Features of acclimatization include SUSTAINED HYPERVENTILATION which increases tissue oxygetion but also causes RESPIRATORY ALKALOSIS;0;1;CrowdTruth;Features of acclimatization include term2 which increases tissue oxygetion but also causes term1;['term1', 'cause', 'increase', 'term2'];term1 cause increase term2
SIRS;SEPSIS;Specific recommendation: • Distinguish SEPSIS from other causes of SIRS;0;1;CrowdTruth;Specific recommendation: • Distinguish term2 from other causes of term1;['term1', 'of', 'cause', 'from', 'recommendation', 'term2'];term1 of cause from recommendation term2
MALIGNT HYPERTHERMIA;SUCCINYLCHOLINE;Ratiole: • MALIGNT HYPERTHERMIA is a rare disorder (highest rate estimated at 1:15,000 procedures) that can be provoked by the anesthetic agents halothane and SUCCINYLCHOLINE;0;1;CrowdTruth;Ratiole: • term1 is a rare disorder (highest rate estimated at 1:15,000 procedures) that can be provoked by the anesthetic agents halothane and term2;['term1', 'be', 'term2'];term1 be term2
HUMAN GRANULOCYTROPIC APLASMOSIS;APLASMA PHAGOCYTOPHILLUM;Erlichia chaffeensis  (human monocytropic erlichiosis),  APLASMA PHAGOCYTOPHILLUM  (HUMAN GRANULOCYTROPIC APLASMOSIS) and other Ehrlichieae.;0;1;CrowdTruth;Erlichia chaffeensis  (human monocytropic erlichiosis),  term2  (term1) and other Ehrlichieae.;['term1', 'term2'];term1 term2
GI BLEEDING;ANTICOAGULANTS (HEPARIN WARFARIN;Drugs associated with GI BLEEDING include ANTICOAGULANTS (HEPARIN WARFARIN those affecting platelet function (eg, aspirin and certain other NSAIDs, clopidogrel, SSRIs), and those affecting mucosal defenses (eg, NSAIDs.;0;1;CrowdTruth;Drugs associated with term1 include term2 those affecting platelet function (eg, aspirin and certain other NSAIDs, clopidogrel, SSRIs), and those affecting mucosal defenses (eg, NSAIDs.;['term1', 'with', 'associate', 'drug', 'include', 'term2'];term1 with associate drug include term2
PSYCHOGENIC POLYDIPSIA;NDI;Enormous quantities of fluid may be ingested, and large volumes (3 to 30 L/day) of very dilute urine (sp gr usually  Diagnosis  CDI must be differentiated from other causes of polyuria, particularly PSYCHOGENIC POLYDIPSIA (see  Table 151 4 ) and NDI;0;1;CrowdTruth;Enormous quantities of fluid may be ingested, and large volumes (3 to 30 L/day) of very dilute urine (sp gr usually  Diagnosis  CDI must be differentiated from other causes of polyuria, particularly term1 (see  Table 151 4 ) and term2;['term1', 'cause', 'from', 'differentiate', 'term2'];term1 cause from differentiate term2
DRUG TOXICITY;MEDICATION;"Evidence: • Treatment failure occurs in 9% of patients despite compliance with therapy, incomplete response occurs in 13% of treated patients, and DRUG TOXICITY that is sufficiently severe to cause premature discontinuation of MEDICATION occurs in 13% of patients ( 3 ;  152 ;  156.";0;1;CrowdTruth;"Evidence: • Treatment failure occurs in 9% of patients despite compliance with therapy, incomplete response occurs in 13% of treated patients, and term1 that is sufficiently severe to cause premature discontinuation of term2 occurs in 13% of patients ( 3 ;  152 ;  156.";['term1', 'occur', 'discontinuation', 'of', 'term2'];term1 occur discontinuation of term2
BALANTIDIASIS;BALANTIDIUM COLI;"122 ,   123 ,   i  Balantidiasis  Treatment of BALANTIDIASIS   +    caused by  BALANTIDIUM COLI ; drug of choice.";0;1;CrowdTruth;"122 ,   123 ,   i  Balantidiasis  Treatment of term1   +    caused by  term2 ; drug of choice.";['term1', 'of', 'Treatment', 'I', ' ', 'by', 'term2'];term1 of Treatment I   by term2
OVERDOSE;PSYCHOTROPIC DRUGS;"Cutaneous reactions to PSYCHOTROPIC DRUGS; atrial fibrillation and abolic steroids; accidental olanzapine OVERDOSE in a child.";0;1;CrowdTruth;"Cutaneous reactions to term2; atrial fibrillation and abolic steroids; accidental olanzapine term1 in a child.";['term1', 'reaction', 'to', 'term2'];term1 reaction to term2
ONCHOCERCIASIS;ONCHOCERCA VOLVULUS;ONCHOCERCIASIS  (River Blindness)  ONCHOCERCIASIS is infection with the filarial nematode  ONCHOCERCA VOLVULUS;0;1;CrowdTruth;term1  (River Blindness)  term1 is infection with the filarial nematode  term2;['term1', 'be', 'term2'];term1 be term2
ALLERGIC CONTACT DERMATITIS;DELAYED HYPERSENSITIVITY REACTION;ALLERGIC CONTACT DERMATITIS is a type 4, T cell mediated, DELAYED HYPERSENSITIVITY REACTION in the skin, involving both inte and adaptive immunity.;0;1;CrowdTruth;term1 is a type 4, T cell mediated, term2 in the skin, involving both inte and adaptive immunity.;['term1', 'be', 'mediate', 'term2'];term1 be mediate term2
LATENT VIRAL INFECTIONS INCLUDING HEPATITIS B;VARICELLA ZOSTER VIRUS;Rituximab is generally well tolerated, although one should be aware of the potential of reactivation of LATENT VIRAL INFECTIONS INCLUDING HEPATITIS B, cytomegalovirus, and VARICELLA ZOSTER VIRUS;0;1;CrowdTruth;Rituximab is generally well tolerated, although one should be aware of the potential of reactivation of term1, cytomegalovirus, and term2;['term1', 'cytomegalovirus', 'term2'];term1 cytomegalovirus term2
COMPLICATION;ECLAMPSIA;ECLAMPSIA is the most serious COMPLICATION of pregncy induced hypertension (PIH.;0;1;CrowdTruth;term2 is the most serious term1 of pregncy induced hypertension (PIH.;['term1', 'be', 'term2'];term1 be term2
LEPROSY;M LEPRAE;The diagnosis of LEPROSY is made by nerve or skin biopsy, using the Fite method to stain and identify  M LEPRAE;0;1;CrowdTruth;The diagnosis of term1 is made by nerve or skin biopsy, using the Fite method to stain and identify  term2;['term1', 'of', 'diagnosis', 'make', 'use', 'stain', 'identify', 'term2'];term1 of diagnosis make use stain identify term2
SEPTIC ARTHRITIS;BACTERIA;CSF and joint fluid Gram stains reveal BACTERIA in 70 to 80% of cases of meningitis and SEPTIC ARTHRITIS respectively.;0;1;CrowdTruth;CSF and joint fluid Gram stains reveal term2 in 70 to 80% of cases of meningitis and term1 respectively.;['term1', 'meningitis', 'and', 'CSF', 'reveal', 'term2'];term1 meningitis and CSF reveal term2
DISEASE KNOWN AS MELIOIDOSIS THAT IS MOSTLY;BURKHOLDERIA PSEUDOMALLEI;BURKHOLDERIA PSEUDOMALLEI  causes a distinct DISEASE KNOWN AS MELIOIDOSIS THAT IS MOSTLY limited to the Asian tropics (see  Melioidosis.;0;1;CrowdTruth;term2  causes a distinct term1 limited to the Asian tropics (see  Melioidosis.;['term1', 'limit', 'distinct', 'cause', 'term2'];term1 limit distinct cause term2
BOTULISM;BOTULINUM ANTITOXIN;BOTULINUM ANTITOXIN also may be indicated for BOTULISM that occurs in the context of biologic warfare or bioterrorism.;0;1;CrowdTruth;term2 also may be indicated for term1 that occurs in the context of biologic warfare or bioterrorism.;['term1', 'for', 'indicate', 'term2'];term1 for indicate term2
INFLUENZA;RESPIRATORY VIRAL INFECTIONS;"RESPIRATORY VIRAL INFECTIONS are a leading cause of morbidity, hospitalization, and mortality throughout the world; INFLUENZA and pneumonia were the most prevalent infectious causes of death during the 20th century in the United States.";0;1;CrowdTruth;"term2 are a leading cause of morbidity, hospitalization, and mortality throughout the world; term1 and pneumonia were the most prevalent infectious causes of death during the 20th century in the United States.";['term1', 'be', 'term2'];term1 be term2
COAGULOPATHIES;BISMUTH SUBSALICYLATE;BISMUTH SUBSALICYLATE which should not be taken by persons with peptic ulcer disease, COAGULOPATHIES or allergies to salicylates, is not as completely effective as quinolone antibiotics but has fewer side effects and ebles the use of quinolone antibiotics, if they are needed for therapy.;0;1;CrowdTruth;term2 which should not be taken by persons with peptic ulcer disease, term1 or allergies to salicylates, is not as completely effective as quinolone antibiotics but has fewer side effects and ebles the use of quinolone antibiotics, if they are needed for therapy.;['term1', 'disease', ',', 'be', 'term2'];term1 disease , be term2
NMS;ANTIPSYCHOTIC AGENTS;"a ,   b  Possible increased risk of NMS and increased sensitivity to ANTIPSYCHOTIC AGENTS in patients with parkinsonian syndrome or dementia with Lewy bodies; manifestations of sensitivity may include confusion, obtundation, postural instability with more frequent falling, or extrapyramidal adverse effects  104 ,   a ,   b  Patients with recent history of MI or unstable heart disease generally were excluded from premarketing clinical studies.";0;1;CrowdTruth;"a ,   b  Possible increased risk of term1 and increased sensitivity to term2 in patients with parkinsonian syndrome or dementia with Lewy bodies; manifestations of sensitivity may include confusion, obtundation, postural instability with more frequent falling, or extrapyramidal adverse effects  104 ,   a ,   b  Patients with recent history of MI or unstable heart disease generally were excluded from premarketing clinical studies.";['term1', 'of', 'sensitivity', 'to', 'term2'];term1 of sensitivity to term2
VULVOVAGIL CANDIDIASIS;CANDIDA;108 ,   127 ,   128  >     Other Complicated Vulvovagil Infections  Intravagil:  CDC and others recommend 7 14 days of an intravagil azole for VULVOVAGIL CANDIDIASIS that is severe, caused by  CANDIDA  other than  C. albicans , or occurring in women with underlying medical conditions.;0;1;CrowdTruth;108 ,   127 ,   128  >     Other Complicated Vulvovagil Infections  Intravagil:  CDC and others recommend 7 14 days of an intravagil azole for term1 that is severe, caused by  term2  other than  C. albicans , or occurring in women with underlying medical conditions.;['term1', 'for', 'azole', 'of', 'day', 'cause', 'by', 'term2'];term1 for azole of day cause by term2
WHITE PIEDRA;TRICHOSPORON BEIGELII;piedra    (            audio )  Sp., stone Sheathlike nodular masses in the hair of the beard and mustache from growth of either  Piedraia hortai,  which causes black piedra, or  TRICHOSPORON BEIGELII  which causes WHITE PIEDRA;0;1;CrowdTruth;piedra    (            audio )  Sp., stone Sheathlike nodular masses in the hair of the beard and mustache from growth of either  Piedraia hortai,  which causes black piedra, or  term2  which causes term1;['term1', 'cause', 'piedra', 'term2'];term1 cause piedra term2
DIC;HEPARIN;Rewarming by hemodialysis for hypothermia: failure of HEPARIN to prevent DIC;0;1;CrowdTruth;Rewarming by hemodialysis for hypothermia: failure of term2 to prevent term1;['term1', 'prevent', 'failure', 'of', 'term2'];term1 prevent failure of term2
RELAPSING FEVER;BORRELIA RECURRENTIS;d ,   e  Relapsing Fever  Treatment of RELAPSING FEVER caused by  BORRELIA RECURRENTIS.;0;1;CrowdTruth;d ,   e  Relapsing Fever  Treatment of term1 caused by  term2.;['term1', 'of', 'Treatment', 'e', ' ', 'by', 'term2'];term1 of Treatment e   by term2
METHICILLIN RESISTANT STAPH;STAPHYLOCOCCI;SEE:   boil  ETIOLOGY: STAPHYLOCOCCI including METHICILLIN RESISTANT STAPH are the usual cause.;0;1;CrowdTruth;SEE:   boil  ETIOLOGY: term2 including term1 are the usual cause.;['term1', 'include', 'term2'];term1 include term2
HYPOVOLEMIA OR HEMORRHAGIC SHOCK;HYPOVOLEMIA;Fluid resuscitation:  IV fluids are initiated as for any patient with HYPOVOLEMIA OR HEMORRHAGIC SHOCK (see  Intravenous Fluid Resuscitation ): healthy adults are given normal saline IV in 500  to 1000 mL aliquots until signs of HYPOVOLEMIA remit—up to a maximum of 2 L (for children 20 mL/kg, which may be repeated once.;0;1;CrowdTruth;Fluid resuscitation:  IV fluids are initiated as for any patient with term1 (see  Intravenous Fluid Resuscitation ): healthy adults are given normal saline IV in 500  to 1000 mL aliquots until signs of term2 remit—up to a maximum of 2 L (for children 20 mL/kg, which may be repeated once.;['term1', 'with', 'patient', 'for', 'give', 'until', 'sign', 'of', 'remit', 'term2'];term1 with patient for give until sign of remit term2
AMEBIASIS;ENTAMOEBA HISTOLYTICA;Uses  Amebiasis  Treatment of AMEBIASIS caused by  ENTAMOEBA HISTOLYTICA.;0;1;CrowdTruth;Uses  Amebiasis  Treatment of term1 caused by  term2.;['term1', 'of', 'Treatment', 'use', ' ', 'by', 'term2'];term1 of Treatment use   by term2
INHALATIOL ANTHRAX;ANTHRAX;"• All 11 INHALATIOL ANTHRAX patients in the 2001 ANTHRAX outbreak initially presented with nonspecific flu like illnesses ( 28 ;  37.";0;1;CrowdTruth;"• All 11 term1 patients in the 2001 term2 outbreak initially presented with nonspecific flu like illnesses ( 28 ;  37.";['term1', 'patient', 'in', 'outbreak', 'term2'];term1 patient in outbreak term2
UNCOMPLICATED MALARIA;PLASMODIUM FALCIPARUM;BACKGROUND : Quinine is only FDA approved for the treatment of UNCOMPLICATED MALARIA caused by the parasite PLASMODIUM FALCIPARUM primarily in travelers returning from malaria endemic areas.;0;1;CrowdTruth;BACKGROUND : Quinine is only FDA approved for the treatment of term1 caused by the parasite term2 primarily in travelers returning from malaria endemic areas.;['term1', 'of', 'treatment', 'for', 'approve', 'term2'];term1 of treatment for approve term2
MYCOSIS;FUNGUS;"mycotic    (             audio )  Caused by or infected with FUNGUS; concerning MYCOSIS";0;1;CrowdTruth;"mycotic    (             audio )  Caused by or infected with term2; concerning term1";['term1', 'concern', 'mycotic', 'cause', 'infect', 'with', 'term2'];term1 concern mycotic cause infect with term2
DIABETIC KETOACIDOSIS;HYPERGLYCEMIA NEW ONSET DIABETES MELLITUS;"1 ,   4 ,   17 ,   23 ,   73  Hyperglycemic Effects  HYPERGLYCEMIA NEW ONSET DIABETES MELLITUS or exacerbation of preexisting diabetes mellitus reported with use of PIs; DIABETIC KETOACIDOSIS has occurred.";0;1;CrowdTruth;"1 ,   4 ,   17 ,   23 ,   73  Hyperglycemic Effects  term2 or exacerbation of preexisting diabetes mellitus reported with use of PIs; term1 has occurred.";['term1', 'occur', 'term2'];term1 occur term2
DEHYDRATION;GLUCOSE;Antimicrobial therapy should be changed to an active drug when in vitro resistance is noted even though the patient may appear to be improving Blood tests (CBC, ESR, CRP, electrolytes, BUN, creatinine, GLUCOSE pregncy test, cultures)         To determine the severity of infection and underlying conditions such as rel failure, DEHYDRATION diabetes, and pregncy.;0;1;CrowdTruth;Antimicrobial therapy should be changed to an active drug when in vitro resistance is noted even though the patient may appear to be improving Blood tests (CBC, ESR, CRP, electrolytes, BUN, creatinine, term2 pregncy test, cultures)         To determine the severity of infection and underlying conditions such as rel failure, term1 diabetes, and pregncy.;['term1', 'diabetes', 'pregncy', 'test', 'term2'];term1 diabetes pregncy test term2
MYCOBACTERIAL INFECTIONS;MYCOBACTERIUM KANSASII;108 ,   c  MYCOBACTERIUM KANSASII and Other MYCOBACTERIAL INFECTIONS   +  >     Treatment of Pulmory or Dissemited Infections Caused by Rifampin susceptible M. kansasii  +  Oral:  15 mg/kg once daily in conjunction with rifampin (10 mg/kg up to 600 mg daily), isoniazid (5 mg/kg up to 300 mg daily), and pyridoxine (50 mg daily) recommended by ATS and IDSA.;0;1;CrowdTruth;108 ,   c  term2 and Other term1   +  >     Treatment of Pulmory or Dissemited Infections Caused by Rifampin susceptible M. kansasii  +  Oral:  15 mg/kg once daily in conjunction with rifampin (10 mg/kg up to 600 mg daily), isoniazid (5 mg/kg up to 300 mg daily), and pyridoxine (50 mg daily) recommended by ATS and IDSA.;['term1', 'term2'];term1 term2
