text	label	label_id	graph
influence of effect on condition	not	0	(u_4 / of  :1 (u_1 / influence)  :2 (u_68 / effect  :1-of (u_138 / on  :2 (u_5 / condition))))
influence curcumin show property prevent process involve in condition	treat	1	(u_481 / involve  :1 (u_100 / process  :0 (u_40 / prevent)  :0 (u_155 / property)  :0 (u_69 / show  :0 (u_303 / curcumin))  :0 (u_1 / influence))  :1-of (u_14 / in  :2 (u_5 / condition)))
influence coffee of ingredient report ameliorate condition	treat	1	(u_482 / coffee  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition  :0 (u_302 / ameliorate)  :0 (u_74 / report  :0 (u_232 / ingredient)))))
influence in provide approach for detection of condition	not	0	(u_1 / influence  :0 (u_45 / provide  :2 (u_294 / approach  :1-of (u_2 / for  :2 (u_483 / detection  :1-of (u_4 / of  :2 (u_5 / condition)))))))
influence show be in treatment of condition	not	0	(u_3 / treatment  :0 (u_14 / in)  :1 (u_69 / show  :0 (u_1 / influence))  :1-of (u_4 / of  :2 (u_5 / condition)))
influence , pathogenesis in condition	not	0	(u_15 / COORD  :0 (u_484 / pathogenesis  :1-of (u_14 / in  :2 (u_5 / condition)))  :0 (u_1 / influence))
influence phosphorus and health prevention condition	not	0	(u_5 / condition  :0 (u_19 / prevention  :0 (u_145 / health))  :0 (u_485 / phosphorus  :0 (u_1 / influence)))
influence inhibitor have show study among patient with condition	not	0	(u_115 / study  :0 (u_69 / show)  :1 (u_486 / inhibitor  :0 (u_1 / influence))  :1-of (u_487 / among  :2 (u_76 / patient  :1-of (u_10 / with  :2 (u_5 / condition)))))
influence ( condition	treat	1	(u_1 / influence  :0 (u_5 / condition))
influence in find number by associate relate to protection against condition	treat	1	(u_52 / relate  :1 (u_1 / influence  :1 (u_488 / number  :1 (u_8 / associate)  :0 (u_147 / find)  :0-of u_8)  :0-of u_488)  :1-of (u_53 / to  :2 (u_274 / protection  :1 (u_5 / condition)  :0-of u_5)))
influence suggest along with condition	treat	1	(u_131 / suggest  :1 (u_1 / influence)  :1-of (u_10 / with  :2 (u_5 / condition)))
influence from isolate oleocanthal find , ibuprofen of condition	treat	1	(u_1 / influence  :0 (u_489 / ibuprofen  :1-of (u_4 / of  :2 (u_5 / condition)))  :1-of (u_151 / from  :2 (u_147 / find  :0 (u_490 / oleocanthal)  :0 (u_491 / isolate))))
influence , strategy condition	not	0	(u_1 / influence  :0 (u_5 / condition  :0 (u_256 / strategy)))
influence condition	treat	1	(u_5 / condition  :0 (u_1 / influence))
influence show prevent condition	treat	1	(u_69 / show  :0 (u_40 / prevent  :2 (u_5 / condition))  :0 (u_1 / influence))
influence optimize capacity prevent condition	treat	1	(u_193 / optimize  :2 (u_40 / prevent  :2 (u_5 / condition))  :2 (u_492 / capacity)  :1 (u_1 / influence))
influence of risk condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_5 / condition  :0 (u_88 / risk)))
influence play type of condition	treat	1	(u_354 / type  :0 (u_153 / play)  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence condition	not	0	(u_5 / condition  :0 (u_1 / influence))
influence of intake and condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_15 / COORD  :0 (u_5 / condition)  :0 (u_49 / intake)))
influence of condition	not	0	(u_4 / of  :1 (u_1 / influence)  :2 (u_5 / condition))
influence use in system for condition	treat	1	(u_0 / use  :0 (u_1 / influence)  :1-of (u_14 / in  :2 (u_253 / system  :1-of (u_2 / for  :2 (u_5 / condition)))))
influence administration after attenuate demonstrate development of condition	treat	1	(u_171 / demonstrate  :2 (u_54 / development  :1-of (u_4 / of  :2 (u_5 / condition)))  :1 (u_493 / attenuate)  :1 (u_494 / administration  :0 (u_1 / influence)))
influence from isolate compound contain sulfur ajoene identify as inhibitor of growth condition	treat	1	(u_176 / contain  :2 (u_17 / identify  :1-of (u_6 / as  :2 (u_486 / inhibitor  :1-of (u_4 / of  :2 (u_5 / condition  :0 (u_357 / growth))))))  :2 (u_495 / ajoene  :0 (u_496 / sulfur))  :1 (u_1 / influence  :1-of (u_151 / from  :2 (u_137 / compound  :0 (u_491 / isolate)))))
influence product believe contain bioactive possess against condition	treat	1	(u_497 / believe  :0 (u_176 / contain  :2 (u_422 / possess  :0 (u_498 / bioactive)  :1-of (u_27 / against  :2 (u_5 / condition))))  :1 (u_217 / product  :0 (u_1 / influence)))
influence with condition	not	0	(u_10 / with  :1 (u_1 / influence)  :2 (u_5 / condition))
influence milk of condition	treat	1	(u_336 / milk  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence for be ci condition	not	0	(u_2 / for  :1 (u_1 / influence)  :2 (u_5 / condition  :0 (u_423 / ci)))
influence reduce injury reoxygenation condition	treat	1	(u_23 / reduce  :2 (u_5 / condition  :0 (u_499 / reoxygenation)  :0 (u_500 / injury))  :1 (u_1 / influence))
influence or condition	not	0	(u_15 / COORD  :0 (u_5 / condition)  :0 (u_1 / influence))
influence as diet treat condition	treat	1	(u_6 / as  :1 (u_1 / influence)  :2 (u_5 / condition  :0 (u_37 / treat)  :0 (u_83 / diet)))
influence milk of condition	treat	1	(u_336 / milk  :0 (u_1 / influence)  :1-of (u_4 / of  :2 (u_5 / condition)))
influence of condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_5 / condition))
influence in prevent condition	not	0	(u_14 / in  :1 (u_1 / influence)  :2 (u_5 / condition  :0 (u_40 / prevent)))
influence study e with supplementation have effect on progression from condition	not	0	(u_33 / have  :2 (u_68 / effect  :1-of (u_138 / on  :2 (u_360 / progression  :1-of (u_151 / from  :2 (u_5 / condition)))))  :1 (u_501 / e  :0 (u_115 / study  :0 (u_1 / influence))  :1-of (u_10 / with  :2 (u_51 / supplementation))))
influence associate with effect condition	treat	1	(u_8 / associate  :0 (u_1 / influence)  :1-of (u_10 / with  :2 (u_5 / condition  :0 (u_68 / effect))))
influence dab in isolate from condition	not	0	(u_502 / dab  :0 (u_1 / influence)  :1-of (u_14 / in  :2 (u_491 / isolate  :1-of (u_151 / from  :2 (u_5 / condition)))))
influence associate with decrease in risk of develop condition	treat	1	(u_1 / influence)
influence include pulse , acid and condition	treat	1	(u_39 / include  :2 (u_15 / COORD  :0 (u_134 / acid)  :0 (u_5 / condition)  :0 (u_503 / pulse))  :1 (u_1 / influence))
influence in rich be diet decrease risk of condition	treat	1	(u_88 / risk  :0 (u_196 / decrease)  :0 (u_83 / diet)  :1 (u_1 / influence  :1-of (u_14 / in  :2 (u_84 / rich)))  :1-of (u_4 / of  :2 (u_5 / condition)))
influence act be condition	treat	1	(u_5 / condition  :1 (u_391 / act  :0 (u_1 / influence)))
influence of condition	treat	1	(u_4 / of  :1 (u_1 / influence)  :2 (u_5 / condition))
influence family use be , condition	treat	1	(u_245 / be  :0 (u_5 / condition)  :1 (u_0 / use  :0 (u_470 / family  :0 (u_1 / influence))))
influence , syndrome acute condition	treat	1	(u_1 / influence  :0 (u_5 / condition  :0 (u_188 / acute)  :0 (u_504 / syndrome)))
influence of inclusion improve contribute to reduction in progression condition	treat	1	(u_73 / improve  :2 (u_80 / contribute  :1-of (u_53 / to  :2 (u_386 / reduction  :1-of (u_14 / in  :2 (u_5 / condition  :0 (u_360 / progression))))))  :1 (u_1 / influence  :1-of (u_4 / of  :2 (u_505 / inclusion))))
influence seedling confirm be cause stunt condition	not	0	(u_506 / confirm  :2 (u_5 / condition  :0 (u_507 / stunt)  :0 (u_85 / cause))  :1 (u_508 / seedling  :0 (u_1 / influence)))
influence include fructose with condition	not	0	(u_39 / include  :2 (u_358 / fructose)  :1 (u_1 / influence)  :1-of (u_10 / with  :2 (u_5 / condition)))
influence acid , exist increase risk condition	treat	1	(u_15 / COORD  :0 (u_5 / condition  :0 (u_88 / risk)  :0 (u_148 / increase  :0 (u_291 / exist)))  :0 (u_134 / acid)  :0 (u_1 / influence))
influence be effective for reduce incidence of condition	treat	1	(u_182 / effective  :1 (u_1 / influence)  :1-of (u_2 / for  :2 (u_23 / reduce  :2 (u_89 / incidence  :1-of (u_4 / of  :2 (u_5 / condition))))))
